C_ID,CLASS_ID,CLASS_NAME,RECORD_STATE,CREATE_DATE,MODIFY_DATE,DC_IDENTIFIER,DC_TYPE,KEI_TITLEKOREA,KEI_TITLEENGLISH,KEI_ALTERNATIVETITLEKOREA,KEI_ALTERNATIVETITLEENGLISH,KEI_SERIESMAINTITLE,KEI_SERIESNUMBER,KEI_AUTHORKOREA,KEI_AUTHORENGLISH,KEI_COAUTHORKOREA,KEI_COAUTHORENGLISH,KEI_COPERATEMANAGERKOREA,KEI_COPERATEMANAGERENGLISH,KEI_COPERATEAGENT,KEI_PUBLISHER,KEI_PUBYEAR,KEI_AGENTNAME,KEI_RESEARCHAREA,DC_LANGUAGE,KEI_OPENMETA,KEI_OPENIMAGE,KEI_TOTALPAGECOUNT,KEI_KEYWORDKOREA,KEI_KEYWORDENGLISH,SERVICE_URI
707695,6,수시연구,n,20160315,20160315,A 환1185 정2015-11,수시연구,재활용동네마당 사업을 통한 생활폐기물 관리 선진화 연구,A study on municipal solid waste management in Korea,,,정책보고서,15-Nov,신상철,"Shin, Sang-cheol",박효준,,,,,한국환경정책·평가연구원,20151231,,자원순환,한국어,,,85 p.,"생활폐기물, 거점수거, 재활용동네마당, 재활용정거장","Municipal Wastes, Rate of Recycle, Clean House System, Waste Management",http://library.kei.re.kr/dmme/img/001/011/004/수시2015_11_신상철.pdf
707701,4,기본연구,n,20160317,20160317,A 환1185 연2015-04,기본연구,지역기반 환경보건정책 지원 방안 연구(I) :  한국형 CARE 프로그램을 중심으로,A study on fostering community-based environmental health policy(Ⅰ): focusing on Korean CARE programme,,,연구보고서,15-Apr,"배현주,신용승","Bae, Hyun Joo, Shin, Yong Seong","간순영,임유라,임종한",,,,,한국환경정책·평가연구원,20151231,,환경보건,한국어,,Y,118 p.,"지역 환경오염, CARE 프로그램, 환경보건정책, 지역기반 환경보건 정책지원 프로그램","Environment Pollution of Community, CARE Programme, Community, Environmental Health Policy, Policy Support Programme of Community-Based Environmental Health",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-04_배현주_최종.pdf
707702,4,기본연구,u,20160317,20170704,A 환1185 연2015-06,기본연구,폐자동차의 자원순환 고도화 방안을 위한 폐자원 및 잔재물 흐름분석,A study on analysis of waste resources circulation flow of end of life vehicles,,,연구보고서,15-Jun,이희선,"Lee, Hi-Sun","주현수,조지혜,이정민",,,,,한국환경정책·평가연구원,20151231,,자원순환,한국어,,Y,154 p.,"폐자동차 재활용, 폐자원흐름분석, 자원순환 고도화, 폐자원, 잔재물","ELV Recycling, Waste Resources Circulation Flow, Enhancement of Resource Recycling, Waste Resource, Residues",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-06_이희선_최종.pdf
707703,4,기본연구,u,20160317,20160317,A 환1185 연2015-07,기본연구,환경평가시 대안 설정 및 평가에 관한 연구,A study on the alternatives of environment impact assessment,,,연구보고서,15-Jul,이상범,"Lee, Sang bum","김태윤,이영재,주용준,채은주",,,,,한국환경정책·평가연구원,20151231,,환경평가,한국어,,Y,260 p.,"환경영향평가, 대안의 설정?평가 절차, 다단계 대안 검토, 대안 설정?평가지표","Environmental Impact Assessment, Alternative Comparison, Alternative Analysis, Multiple alternative Scheme",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-07_이상범_최종.pdf
707704,4,기본연구,u,20160317,20170703,A 환1185 연2015-08,기본연구,기후변화 적응을 고려한 지역자원 관리 방안(I),Regional resources management strategies considering climate change adaptation,,,연구보고서,15-Aug,박창석,"Park, Chang-Sug","이정호,강영은,안윤정,박지영,손민수",,,,,한국환경정책·평가연구원,20151231,,기후변화대응,한국어,,Y,182 p.,"지역자원, 기후변화 적응, 메가트렌드, 적응 대책","Regional Resources, Climate Change Adaptation, Mega-trend Adaptation Plan",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-08_박창석_이정호_최종.pdf
707705,4,기본연구,n,20160317,20160317,A 환1185 연2015-10,기본연구,북한 환경정보 구축 및 활용 방안 연구(I) : 토지피복지도 구축을 중심으로,Construction and utilization of environmental information in inaccessible terrain : focused on construction of land cover map,,,연구보고서,15-Oct,정휘철,"Jung, Huic heul","윤정호,이명진,김근한,장래익,강병진,김남기,변형균,나성제",,,,,한국환경정책·평가연구원,20151231,,국토환경관리,한국어,,Y,150 p.,"북한, 환경정보, 중분류 토지피복지도, 아리랑 3호, 협력체계","North Korea, Environmental Information, Land Cover Map, Methods for Classification Structure, Forming a Consultative Group",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-10_정휘철_최종.pdf
707706,4,기본연구,u,20160317,20160317,A 환1185 연2015-11,기본연구,지중 환경 관리를 위한 제도 개선방안 연구(I),A study on improvement plan of subsurface environment management system(I),,,연구보고서,15-Nov,황상일,"Hwang, Sang-il","현윤정,양지훈",,,,,한국환경정책·평가연구원,20151231,,국토환경관리,한국어,,Y,99 p.,"지중 환경, 지중 자연환경, 지중 생활환경, 지중 환경 구성요소, 지중 환경 가치","Subsurface Environment, Subsurface Natural Environment, Subsurface Living Environment, Subsurface Environment Components, Subsurface Environment Values",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-11_황상일_최종.pdf
707707,4,기본연구,u,20160317,20160317,A 환1185 연2015-12,기본연구,지하수 의존도에 따른 수생태계 관리를 위한 기저유출지표 개발 및 활용방안 연구,Study on the Development and Implementation of Baseflow Index for the Management of Groundwater Dependent Ecosystems,,,연구보고서,15-Dec,"강형식,현윤정","Kang, Hyeong sik, Hyun, Yun jung",전상묵,,,,,한국환경정책·평가연구원,20151231,,물환경,한국어,,Y,124 p.,"기저유출, 지하수 의존형 수생태계, 하천 유량, 지속가능한 지하수 이용","Baseflow, Groundwater Dependent Ecosystems, Streamflow, Sustainable Use of Groundwater",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-12-강형식_최종.pdf
707708,4,기본연구,u,20160317,20170703,A 환1185 연2015-14,기본연구,도시의 기후 회복력 확보를 위한 공간단위별 평가 체계 및 모형 개발(I),Urban climate resilience : operationalization and evaluation(I),,,연구보고서,2015-14,김동현,"Kim, Dong-Hyun","송슬기,이헌영,강상준,권태정,김진오,남기찬,윤동근,이동근,정주철,조성철,홍사흠",,,,,한국환경정책·평가연구원,20151231,,기후변화대응,한국어,,Y,283 p.,"도시 회복력, 도시 기후 회복력, 기후 회복력 지수, 기후변화 적응, 회복력 평가 프레임워크","Urban Resilience, Urban Climate Resilience, Climate Resilience Indicators, Climate Change Adaptation, Resilience Assessment Framework",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-14_김동현_최종.pdf
707709,4,기본연구,n,20160317,20160317,A 환1185 연2015-15,기본연구,기후변화를 고려한 환경인프라 사고대응체계 개선방안 연구,Study on improving the response system for environmental infrastructure accidents considering climate change implications,,,연구보고서,2015-15,류재나,"Ryu, Jae Na","김태현,김민아",,,,,한국환경정책·평가연구원,20151231,,기후변화대응,한국어,,Y,268 p.,"기후변화, 하수관로, 내수침수, 침수피해 리스크, 침수피해 대응체계","Climate Change, Sewers, Sewer Flooding, Sewer Flood Risk, Sewer Flood Response System",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-15_류재나_최종.pdf
707710,4,기본연구,n,20160317,20160317,A 환1185 연2015-17,기본연구,랜덤워크를 이용한 생태네트워크 변화 모의예측방안 연구(I),Simulation for ecological network change using random walk as an EIA tool,,,연구보고서,2015-17,김지영,"Kim, Ji Young","노태호,전동준,유상덕,서보용,신소이",,,,,한국환경정책·평가연구원,20151231,,환경영향평가,한국어,,Y,222 p.,"지형장애물, 랜덤워크, 생태네트워크, 시뮬레이션, 환경영향평가, EN Simulator, 이동 가능성","Geographical Barrier, Random walk, Ecological Network, Simulation, Environmental Impact Assessment, EN Simulator, Permeability",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-17_김지영_최종.pdf
707711,4,기본연구,n,20160317,20160317,A 환1185 연2015-18,기본연구,풍력발전시설에 대한 소음환경영향평가 및 관리방안 연구,Noise environmental impact assessment and management by wind power plant(wind farm),,,연구보고서,2015-18,박영민,"Park, Young Min","강광규,김경민,정성수,이연수,손진희,정태량",,,,,한국환경정책·평가연구원,20151231,,환경영향평가,한국어,,Y,97 p.,"풍력발전, 풍력소음, 환경영향평가","Wind Power Plant, Wind Turbine Noise, Environmental Impact Assessment",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-18_박영민_최종.pdf
707712,4,기본연구,n,20160317,20160317,A 환1185 연2015-20,기본연구,정부 3.0 기반 지역기피시설 주민수용성 평가 방안(I),A measurement of local acceptance for locally unwanted land uses based on government 3.0(I),,,연구보고서,2015-20,김태현,"Kim, Tae Hyun","윤정호,장훈,정휘철,최영웅,문지원,박현주,김태현,정지범",,,,,한국환경정책·평가연구원,20151231,,기타,한국어,,Y,121 p.,"지역기피시설, 사용후핵연료 관리시설, 지역수용성 평가지표, Q방법론, 설문조사, 통합적 접근","Locally Unwanted Land Uses(LULU), Spent Nuclear Fuel Repository, Local Acceptance Indicator, Q Methodology, Survey, Integrated Approach",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015-20_김태현_최종.pdf
707818,7,기초연구,u,20160323,20160401,A 환1185 WP2015-19,기초연구,2015 국민환경의식조사 연구,Public attitudes towards the environment : 2015 Survey,,,Working Paper,2015-19,곽소윤,"Kwak, So Yoon",이창훈,,,,,한국환경정책·평가연구원,20151231,,환경경제,한국어,,,435 p.,"국민환경의식조사, 환경인식, 환경실천, 생태계서비스","Public Survey, Attitudes Towards the Environment,  Environmental Awareness, Ecosystem Service",http://library.kei.re.kr/dmme/img/001/012/004/기초2015_19_곽소윤.pdf
707829,4,기본연구,u,20160325,20160325,A 환1185 연2015-16,기본연구,화학사고 사후영향평가 체계 구축방안 마련,Establishing a post impact assessment system for chemical accidents,,,연구보고서,2015-16,"서양원,박정규","Suh, Yang Won,Park, Jeong Gue","곽소윤,윤성지,간순영,서명순,김종현,백기태,이병길",,,,,한국환경정책·평가연구원,20151231,,환경보건,한국어,,Y,226 p.,"화학사고, 사후영향평가, 피해 산정, 피해액 산정","Chemical Accidents, Post Impact Assessment, Damage Estimation, Damage Cost Estimation",http://library.kei.re.kr/dmme/img/001/009/008/기본_2015_16_서양원_박정규_최종.pdf
707836,8,사업보고서,n,20160329,20160329,A 환1185 사업2015-02-03,사업보고서,해양에너지 개발을 위한 전략환경평가방안 연구(Ⅱ) : 해상풍력사업의 입지선정을 중심으로,A study on strategic environmental assessment guideline for site selection of offshore wind farm project,,,사업보고서,에너지자원의 환경관리전략,김태윤,"Kim, Tae yun","김충기,맹준호,장선주,구유성,이성호,임효혁",,,,,한국환경정책·평가연구원,20151231,,환경평가,한국어,Y,Y,105 p.,"해상풍력단지(Offshore Wind Farm), 입지선정(Site Selection), 의사결정지원도구(decision making support tool), InVEST, AHP","Offshore Wind Farm, Site Selection, Decision Making Support Model, Marine Environment, Human Use",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_02_03_김태윤.pdf
707837,8,사업보고서,u,20160329,20170630,A 환1185 사업2015-03-01,사업보고서,기후환경 리스크 전망과 국가전략(II),Climate-environmental risks outlook and the national strategy(II),,,사업보고서,국가 리스크 관리를 위한 기후변화 적응역량 구축ㆍ평가,박창석,"Park, Chang-Sug","송영일,강영은,안윤정,문태훈,김동환,변병설,박지영,이동성,정수영,김수영,조동인",,,,,한국환경정책·평가연구원,20151231,,기후변화대응,한국어,Y,Y,238 p.,"기후변화 적응, 리스크 평가, 리스크 관리, 적응 정책 모의","Climate Change Adaptation, Risk Assessment, Risk Management, Adaptation Policy Test",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_03_01_박창석.pdf
707838,8,사업보고서,n,20160329,20160329,A 환1185 사업2015-07,사업보고서,물환경 서비스와 물 인프라의 지속가능성 평가(II),Sustainability assessment of water infrastructure and its services,,,사업보고서,15-Jul,강형식,"Kang, Hyeong sik","이병국,김호정,구윤모,김지은,이선,김윤정",,,,,한국환경정책·평가연구원,20151231,,물환경,한국어,Y,Y,220 p.,"물환경서비스, 물인프라, 지속가능성 평가체계, 경제-사회-환경 지속가능성 시스템, 자산관리","Sustainability Assessment, Water Infrastructure, Water Service, Asset Management, Triple Bottom Line",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_07_강형식.pdf
707839,8,사업보고서,n,20160329,20160329,A 환1185 사업2015-09,사업보고서,생물다양성협약 이행 지원 프로그램 기획ㆍ운영,Planning and operation of support programs for the implementation of the convention on biological diversity,,,사업보고서,15-Sep,이현우,"Lee, Hyun-Woo","김충기,강상인,김종호,이상헌,임소영,Roberto V. Oliva",,,,,한국환경정책·평가연구원,20151231,,국토환경관리,한국어,Y,Y,103 p.,"생물다양성협약, 국가생물다양성전략, 생물다양성 재정, 양자협력, 네트워크","Convention on Biological Diversity, National Biodiversity Strategy, Biodiversity Finance, Bilateral Cooperation, Network",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_09_이현우.pdf
707840,8,사업보고서,u,20160329,20170703,A 환1185 사업2015-10,사업보고서,환경평가 지원을 위한 지역 환경현황 분석 시스템 구축 및 운영,Analysis system for regional environmental status to support environmental assessment,,,사업보고서,15-Oct,"문난경,전동준","Moon, Nan-Kyoung, Chun, Dong-Jun","하종식,서지현,은정,김순태",,,,,한국환경정책·평가연구원,20151231,,환경평가,한국어,Y,Y,125 p.,"환경평가, 지역 환경현황 분석, 대기질 평가, 수질 모니터링, 원격탐사","Environmental Assessment, Regional Environmental Status, Analysis System, Air Quality Assessment, Water Quality Monitoring, Remote Sensing",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_10_문난경.pdf
707841,8,사업보고서,n,20160329,20160329,A 환1185 사업2015-11,사업보고서,샛강 관리 및 이용활성화 방안 연구(Ⅰ),A sudy on the management and utilization of the saetgang stream in the Hangang river(Ⅰ),,,사업보고서,15-Nov,강형식,"Kang, Hyeong sik","이병국,한대호,김혜령",,,,,한국환경정책·평가연구원,20151231,,물환경,한국어,Y,Y,201 p.,"한강, 여의도 샛강, 생태공원, 샛강 관리, 물환경, 이용활성화","Hangang River, Yeouido Saetgang Stream, Ecological Park, Management of Urban Ecological park, Use Activation, Water Environment",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_11_강형식.pdf
707842,8,사업보고서,n,20160329,20160329,A 환1185 사업2015-12-01,사업보고서,환경정책이 일자리 창출에 미치는 효과 연구,Effects of environmental policies on the creation of jobs in Korea,,,사업보고서,2015-12-01,강만옥,"Kang, Man-Ok",조일현,,,,,한국환경정책·평가연구원,20151231,,환경경제,한국어,Y,Y,142 p.,"환경정책, 일자리 창출, 기술혁신, 고용친화적 환경정책, 고용영향평가","Environmental Policies, Job Creation, Technological Innovation",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_12_01_강만옥_협동.pdf
707843,8,사업보고서,u,20160329,20160329,A 환1185 사업2015-12-02,사업보고서,Post-2015 SDGs 대응 녹색경제 이행 전략 연구,The green economy implementation strategies of Korea in response to post 2015-SDGs,,,사업보고서,2015-12-02,강상인,"Kang, Sang In","이병국,한대호,김혜령","김종호,김충기,이현우,제갈운,추장민,전세봄,김태완,이수형,오신휘,양미선","양수길,신윤정",,,한국환경정책·평가연구원,20151231,,환경경제,한국어,Y,Y,169 p.,"지속가능발전, 녹색성장, 녹색경제, SDGs, 이행전략","Sustainable Development, Green Growth, Green Economy, SDGs, Implementation Strategy",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_12_02_강상인_협동.pdf
707844,8,사업보고서,u,20160329,20160329,A 환1185 사업2015-12-03,사업보고서,자원순환경제로의 이행을 위한 정책평가 방법론 개선 : 폐기물산업연관표 구축 및 활용을 중심으로,An application of the waste input-output analysis in Korea,,,사업보고서,2015-12-03,신상철,"Shin, Sang-cheol","박효준,한인성",,,,,한국환경정책·평가연구원,20151231,,자원순환,한국어,Y,Y,61 p.,"산업연관표, 폐기물, 투입-산출분석, 소각, 매립","Input-Output, Incineration, Landfill, Industrial Waste",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_12_03_신상철_협동.pdf
707845,8,사업보고서,n,20160329,20160329,A 환1185 사업2015-12-05,사업보고서,환경분야 일자리 수요 현황 및 전망,Current status and outlook of environmental jobs in Korea,,,사업보고서,2015-12-05,김종호,"Kim, Jong Ho","김호석,서은주,정원호,이의규,홍광표",,,,,한국환경정책·평가연구원,20151231,,환경경제,한국어,Y,Y,95 p.,"환경일자리, 환경산업, 환경보호지출계정(EPEA), 환경활동분류(CEA), 일자리 전망","Environmental Jobs (Green Jobs), Environmental Industry, Environmental Protection Expenditure Accounts (EPEA), Classification of Environmental Activities (CEA), Employment Outlook",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_12_05_김종호_협동.pdf
707846,8,사업보고서,u,20160329,20170703,A 환1185 사업2015-13-01,사업보고서,캄보디아-한국 환경연구센터 설립의 계획수립에 관한 연구,A study on planning of establishing an environmental research center in cambodia-south Korea,,,지속가능발전 연구기관 네트워크(NISD) 운영,2015-13-01,"유헌석,조을생","Yoo, Heon-Seok, Cho, Eul-Saeng","김호석,박준현,김민아",,,,,한국환경정책·평가연구원,20151231,,국제협력,한국어,Y,Y,53 p.,"캄보디아, 환경문제, 환경연구센터 설립 전략, 농업부문 공적개발원조, 국제협력","Cambodia, Environmental Issues, Environmental Research Center Strategies, ODA, ODA in International Cooperation for Agricultural Development, International Cooperation",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_13_01_유헌석.pdf
707847,8,사업보고서,u,20160329,20160329,A 환1185 사업2015-14,사업보고서,자연자본의 지속가능성 제고를 위한 의사결정 지원체계 개발 : 생태계서비스 분석을 중심으로,Development of decision supporting framework to enhance natural capital sustainability : focusing on ecosystem service analysis,,,사업보고서,2015-14,이현우,"Lee, Hyun-Woo","김충기,홍현정,노영희,강상인,김종호,신상철,이수재,김태윤,강진영,Spencer Wood, David Fisher",,,,,한국환경정책·평가연구원,20151231,,자연환경,한국어,Y,Y,53 p.,"자연자본, 생태계서비스, 의사결정 지원체계, 서식처 질, 탄소 고정, 생태관광","Natural Capital, Ecosystem Service, Decision-making Support System, Habitat Quality, Carbon Sequestration, Ecotourism",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015_14_이현우.pdf
707870,4,기본연구,u,20160331,20160401,A 환1185 연2015-13,기본연구,기후변화 적응정책 지원을 위한 토지이용통합모델 개발(I),"Development of integrated land-use model to support climate change adaptation policy, Part I",,,연구보고서,2015-13,김오석,"Kim, Oh Seok","안소은,윤정호,빈슬지,김기환",,,,,한국환경정책·평가연구원,20151231,,기후변화대응,한국어,,Y,119 p.,"토지이용통합모델, 토지이용·피복 변화, 현 상태 유지 시나리오, 정확도 검증","Integrated land-use model, Land-use and land-cover change, Business-as-usual scenario, Accuracy assessment",http://library.kei.re.kr/dmme/img/001/009/008/기본2015_13_김오석_최종.pdf
707871,8,사업보고서,u,20160331,20170704,A 환1185 사업2015-05,사업보고서,온실가스 감축정책 평가를 위한 환경경제모형 개발ㆍ운용(II),A study on quantitative analysis of climate policies in Korea (II),,,사업보고서,15-May,김용건,"Kim, Yong-Gun","강성원,구윤모,김민준,양유경,장미란,정예민,임종수",,,,,한국환경정책·평가연구원,20151231,,기후변화대응,한국어,Y,Y,120 p.,"연산가능일반균형(CGE)모형, 중소기업, 탄소세, 산업연관표, 노동시장","Computable General Equilibrium (CGE), Small and Medium-sized Enterprizes (SMEs), Carbon Tax, Input-Output Table, Labor Market",http://library.kei.re.kr/dmme/img/001/014/004/사업_2015-05_김용건.pdf
707872,8,사업보고서,n,20160331,20160331,A 환1185 사업2015-02-01,사업보고서,환경성을 고려한 재생에너지 자원관리의 발전전략,Environmental considerations in development strategy of renewable energy resources management,,,에너지자원의 환경관리전략,2015-02-01,권영한,"Kwon, Young Han","오진관,최상기,김태형",,,,,한국환경정책·평가연구원,20151231,,대기환경/기후변화,한국어,Y,Y,145 p.,"재생에너지, 신재생에너지, 자원관리, 환경성, Q 방법론","Renewable Energy, Environmental Considerations, Regional Energy Plan, Q Methodology",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_02_01_권영한.pdf
707873,8,사업보고서,u,20160331,20160331,A 환1185 사업2015-02-02,사업보고서,화력발전소 회처리에 따른 환경영향 최소화방안 연구(II),Minimizing environmental impact of ash treatment in thermal power plants(II),,,에너지자원의 환경관리전략,2015-02-02,맹준호,"Maeng, Jun Ho","김태윤,조한나,김은영",,,,,한국환경정책·평가연구원,20151231,,자원순환,한국어,Y,Y,203 p.,"화력발전소, 석탄회, 석탄회 재활용, 석탄회 환경안전성, 환경관리방안","Thermal Powerplants, Coal Ash, Coal Ash Recycling, Coal Ash Environment Safety Environmental Management Method",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_02_02_맹준호.pdf
707874,8,사업보고서,u,20160331,20170703,A 환1185 사업2015-03-02,사업보고서,기후변화에 따른 국가 리스크 정량화 연구(II) : 연안시스템을 중심으로,Study on quantifying risk of the effects of climate change(II) : focusing on Korean coastal system,,,사업보고서,2015-03-02,조광우,"Cho, Kwang-Woo","신성원,이화영,이해미,박주형,정선희,Yong Hoon Kim,Honghai Li,신승식,정태성,강태순",,,,,한국환경정책·평가연구원,20151231,,기후변화대응,한국어,Y,Y,160 p.,"기후변화, 해수면 상승, 연안역, 취약성, 리스크, 적응","Climate Change, Sea Level Rise, Coastal System, Adaptation, Risk Management",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_03_02_조광우.pdf
707875,8,사업보고서,u,20160331,20160331,A 환1185 사업2015-08,사업보고서,빅데이터를 이용한 대기오염의 건강영향 평가 및 피해비용 추정,Assessment of air-pollution on human health effects using cohort DB and estimation of its economic costs in Korea (I),,,사업보고서,15-Aug,안소은,"Ahn, So Eun","배현주,곽소윤,임현희,김명희,김진산",,,,,한국환경정책·평가연구원,20151231,,환경보건,한국어,Y,Y,81 p.,"코호트연구, 대기오염, 건강영향, 피해비용, 통합연구","Cohort Study, Air pollution, Health Effect, Economic Cost, Integrated Assessment",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_08_안소은_최종.pdf
707876,8,사업보고서,u,20160331,20170704,A 환1185 사업2015-12-04,사업보고서,녹색경제 확산을 위한 국제협력 방안(II) : 메콩지역의 월경성 전략환경평가 체계 구축을 중심으로,International cooperation for diffusion of green economy(Ⅱ): transboundary strategic environmental assessment in Mekong region,,,사업보고서,2015-12-04,유헌석,"Yoo, Heon-Seok","노태호,조을생,박준현,윤소윤,김세원,유기희,서종혁",,,,,한국환경정책·평가연구원,20151231,,환경평가,한국어,Y,Y,114 p.,"메콩 강, 수력발전 댐, 전략환경평가, 스마트농업, 농촌관광","Mekong Region, Hydropower, Transboundary Strategic Environmental Assessment, Smart Agriculture, Sustainable Tourism",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_12_04_유헌석_협동.pdf
707877,7,기초연구,u,20160331,20170703,A 환1185 WP2015-05,기초연구,환경영향평가 설명회ㆍ공청회 운영 현황 분석,Operational status of the public participation process in environmental impact assessment in Korea,,,Working Paper,15-May,조공장,"Cho, Kong-Jang",주용준,,,,,한국환경정책·평가연구원,20151124,,환경평가,한국어,,,50 p.,,"환경영향평가, 주민참여, 설명회, 공청회",http://library.kei.re.kr/dmme/img/001/012/004/기초2015_05_조공장.pdf
707879,8,사업보고서,n,20160331,20160331,A 환1185 사업2015-06-01,사업보고서,지속가능발전 관점에서 본 새마을운동 재조명,Saemaul undong revisited from the perspective of sustainable development,,,사업보고서,2015-06-01,강택구,"Kang, Taek Goo","이정석,장훈,노태호,이난지",,,,,한국환경정책·평가연구원,20151231,,국제협력,한국어,Y,Y,120 p.,"지속가능발전, 새마을운동, ODA 사업, 개도국, 국제협력","Sustainable Development, Saemaul Undong, ODA project, Developing Country, International Cooperation",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_06_01_강택구.pdf
707880,8,사업보고서,u,20160331,20170630,A 환1185 사업2015-06-03,사업보고서,동아시아 대도시 대기질 개선을 위한 국제 공동 연구,A cooperative study to enhance urban air quality in East Asia,,,사업보고서,2015-06-03,심창섭,"Shim, Chang-Sub","장임석,Naohiro Kitano",,,,,한국환경정책·평가연구원,20151231,,국제협력,한국어,Y,Y,87 p.,"동아시아, 대기오염, 국제협력, 에너지 전환","Air Quality, International Cooperation, East Asia",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_06_03_심창섭.pdf
707881,8,사업보고서,u,20160331,20170630,A 환1185 사업2015-04-02,사업보고서,국책 송도국제도시 건설사업의 사후환경관리 성과 분석 및 평가,Evaluation and analysis on monitoring of Songdo reclamation project,,,환경평가 모니터링 사업 세부과제2,2015-04-02,방상원,"Bang, Sang-Weon","조한나,채진호,장태호,조근옥",,,,,한국환경정책·평가연구원,20151231,,환경평가,한국어,Y,Y,266 p.,"갯벌매립사업, 환경영향평가, 환경평가 모니터링, 사후환경관리","Reclamation Project, Environmental Impact Assessment, Environmental Assessment Monitoring, Post-Environmental Management",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_04_02_이영준_세부2_방상원.pdf
707882,8,사업보고서,u,20160331,20160331,A 환1185 사업2015-04-03,사업보고서,사후환경영향조사서 검토 업무 매뉴얼 개발 연구,Study on development of the environmental impact assessment follow-up review manual,,,환경평가 모니터링 사업 세부과제3,2015-04-03,이진희,"Lee, Jin Hee","전동준,이영준,이어진",,,,,한국환경정책·평가연구원,20151231,,환경평가,한국어,Y,Y,184 p.,"환경영향평가 사후관리, 사후환경영향조사서, 검토 업무 매뉴얼","Environmental Impact Assessment(EIA) Follow-up, EIA Follow-up Report, EIA Follow-up Review Manual",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_04_03_이영준_세부3_이진희.pdf
707884,8,사업보고서,u,20160331,20170703,A 환1185 사업2015-04-01,사업보고서,환경영향평가 사후관리 발전을 위한 실천전략 마련,Practical strategies for the improvement of environmental impact assessment follow-up,,,환경평가 모니터링 사업 세부과제1,2015-04-02,최준규,"Choi, Jun-Kyu",박지현,,,,,한국환경정책·평가연구원,20151231,,환경평가,한국어,Y,Y,109 p.,"환경영향평가, 사후관리, 발전전략, 실천전략, 제도개선","Environmental Impact Assessment, EIA Follow-up Management, Post EIA, Development Strategy, Improvement of a System",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_04_01_이영준_세부1_최준규.pdf
707885,4,기본연구,u,20160331,20160401,A 환1185 연2015-19,기본연구,Bridging livable city development over local climate smart development under UN SDGs,Bridging livable city development over local climate smart development under UN SDGs,UN 지속가능발전 목표하에 Climate Smart Development를 연계한 살기좋은 도시 구현 및 확산 연구,,연구보고서,2015-19,장훈,Hoon Chang,김규리,,,,,한국환경정책·평가연구원,20151231,,자연환경,영어,,Y,123 p.,,"Climate Smart Development, Livable City, SDGs, Sustainable Development, Resilient City",http://library.kei.re.kr/dmme/img/001/009/008/기본2015_19_장훈_최종.pdf
707886,8,사업보고서,u,20160331,20170705,A 환1185 사업2015-13-02,사업보고서,A Study on Policy Directions for the Water-Food-Energy Nexus (I): Water-Energy Nexus,A Study on Policy Directions for the Water-Food-Energy Nexus (I): Water-Energy Nexus,지속가능한 물-식량-에너지 넥서스를 위한 정책방향 연구(1) : 물-에너지 넥서스 정책방향,,사업보고서,2015-13-02,김호석,"Kim, Ho-Seok","윤세미,조을생,김종호",,,,,한국환경정책·평가연구원,20151231,,물환경,한국어,Y,Y,57 p.,"지속가능발전, 넥서스, 물, 에너지, 통합 정책, SDG","water, energy, nexus, integrated policymaking, SDG, sustainable development",http://library.kei.re.kr/dmme/img/001/014/004/사업2015_13_02_김호석_최종.pdf
